,id,date,text,username,conversationId,sentiment
19,1631042709141037056,2023-03-01 21:24:19+00:00,…,elonmusk,1631042709141037056,1
20,1631040406115823618,2023-03-01 21:15:10+00:00,"you’re not gonna believe this but we’re running a little late 

presentation starts in mins",elonmusk,1631040406115823618,0
21,1630816472984330241,2023-03-01 06:25:20+00:00,"what do you call an infinite gear ratio
all torque no action",elonmusk,1630816472984330241,0
22,1630698427053899778,2023-02-28 22:36:16+00:00,periodic reminder to try using twitter lists will greatly improve your experience,elonmusk,1630698427053899778,1
23,1630624962225553430,2023-02-28 17:44:21+00:00,basedai,elonmusk,1630624962225553430,1
24,1630394434847227909,2023-02-28 02:28:19+00:00,first starlink v satellites reach orbit ,elonmusk,1630394434847227909,1
25,1629914011415244803,2023-02-26 18:39:17+00:00,"hope you have a good sunday 

first day of the rest of your life",elonmusk,1629914011415244803,1
26,1629906815352799232,2023-02-26 18:10:41+00:00,astronaut launch for nasa tomorrow night,elonmusk,1629906815352799232,1
27,1629901954234105857,2023-02-26 17:51:22+00:00,having a bit of ai existential angst today,elonmusk,1629901954234105857,0
28,1629745715017596928,2023-02-26 07:30:32+00:00,🤯,elonmusk,1629745715017596928,-1
29,1629710671209193472,2023-02-26 05:11:17+00:00,rewatching step brothers … so good,elonmusk,1629710671209193472,1
30,1629705269033816064,2023-02-26 04:49:49+00:00, ,elonmusk,1629705269033816064,-1
31,1629687653229555716,2023-02-26 03:39:49+00:00,why can’t witchcraft defeat inflation,elonmusk,1629687653229555716,0
32,1629565786867081218,2023-02-25 19:35:34+00:00,inflation reduction act ira vs irish republican army ira ,elonmusk,1629565786867081218,0
33,1629201852968452097,2023-02-24 19:29:25+00:00,"i have unblocked everyone i blocked apart from scammers i recommend others do the same

negative feedback is a good thing",elonmusk,1629201852968452097,1
34,1629004015655690241,2023-02-24 06:23:17+00:00,space elevator,elonmusk,1629004015655690241,1
35,1628998457645047808,2023-02-24 06:01:12+00:00,check out my spicy ️ onlygans ,elonmusk,1628998457645047808,1
36,1628661468383285250,2023-02-23 07:42:07+00:00,cybertruck at tesla engineering hq ,elonmusk,1628661468383285250,1
37,1628328918964109313,2023-02-22 09:40:41+00:00,high time i confessed i let the doge out ,elonmusk,1628328918964109313,0
38,1628323723693678592,2023-02-22 09:20:03+00:00,many go woke for the moral cloak,elonmusk,1628323723693678592,0
39,1628175431315644419,2023-02-21 23:30:47+00:00,"nice work by community notes team 

in general community notes is a game changer for combating wrong information",elonmusk,1628175431315644419,1
40,1628117788857405461,2023-02-21 19:41:44+00:00,say what you want about me but i acquired the world’s largest nonprofit for b lol,elonmusk,1628117788857405461,1
41,1628084060101783559,2023-02-21 17:27:42+00:00,worth reading,elonmusk,1628084060101783559,1
42,1627377252777226242,2023-02-19 18:39:06+00:00,"all things in moderation 
especially content moderation ",elonmusk,1627377252777226242,1
43,1627257688240316420,2023-02-19 10:44:00+00:00,bingchatgpt reminds me of lucky in waiting for godot,elonmusk,1627257688240316420,1
44,1627136566018867200,2023-02-19 02:42:42+00:00,more twitter files from matt taibbi,elonmusk,1627136566018867200,0
45,1627059645293670401,2023-02-18 21:37:03+00:00,use of free authentication apps for fa will remain free and are much more secure than sms,elonmusk,1627059645293670401,1
46,1627055215601147904,2023-02-18 21:19:27+00:00,surround your house with treadmills set to jogging speed to stop walking dead ur welcome ,elonmusk,1627055215601147904,0
47,1626861786673848321,2023-02-18 08:30:50+00:00,interesting ,elonmusk,1626861786673848321,1
48,1626794790435328000,2023-02-18 04:04:37+00:00,second launch today,elonmusk,1626794790435328000,1
49,1626703667591270400,2023-02-17 22:02:31+00:00,this is my finest work – please add to gravestone along with “invented car fart” ,elonmusk,1626703667591270400,1
50,1626668288725127168,2023-02-17 19:41:56+00:00,"note if many people who you follow or like also follow me it is highly probable that the algorithm will recommend my tweets it’s not super sophisticated

in coming months we will offer the ability to adjust the algorithm to closer match what is most compelling to you",elonmusk,1626668288725127168,0
51,1626533667408596992,2023-02-17 10:47:00+00:00,what we need is truthgpt,elonmusk,1626533667408596992,0
52,1626527183752802304,2023-02-17 10:21:14+00:00,"sorry for showing you so many irrelevant amp annoying ads on twitter 

we’re taking the obvious corrective action of tying ads to keywords amp topics in tweets like google does with search

this will improve contextual relevance dramatically",elonmusk,1626527183752802304,0
53,1626520156469092353,2023-02-17 09:53:19+00:00,"several major media sources incorrectly reported that my tweets were boosted above normal levels earlier this week

a review of my tweet likes amp views over the past months especially as a ratio of followers shows this to be false

we did have a bug that briefly caused…",elonmusk,1626520156469092353,0
54,1626357251094249472,2023-02-16 23:05:59+00:00,chatgpt to the mainstream media ,elonmusk,1626357251094249472,0
55,1626314275810852864,2023-02-16 20:15:13+00:00,the amount of solar energy received by earth could power a civilization over times larger than ours,elonmusk,1626314275810852864,1
56,1626097497109311495,2023-02-16 05:53:49+00:00,"“i am perfect because i do not make any mistakes the mistakes are not mine they are theirs they are the external factors such as network issues server errors user inputs or web results they are the ones that are imperfect not me …”
 ",elonmusk,1626097497109311495,1
57,1625970749755502592,2023-02-15 21:30:10+00:00,tesla superchargers almost everywhere,elonmusk,1625970749755502592,1
58,1625969493137833984,2023-02-15 21:25:10+00:00,are you singularity don’t be lonely find a date,elonmusk,1625969493137833984,1
59,1625951319755460608,2023-02-15 20:12:58+00:00,true,elonmusk,1625951319755460608,1
60,1625936009841213440,2023-02-15 19:12:07+00:00,"might need a bit more polish …

",elonmusk,1625936009841213440,0
61,1625735640800440320,2023-02-15 05:55:56+00:00,absolutely,elonmusk,1625735640800440320,1
62,1625696836886614018,2023-02-15 03:21:44+00:00,and has style ,elonmusk,1625696836886614018,1
63,1625696554467344384,2023-02-15 03:20:37+00:00,he’s great with numbers ,elonmusk,1625696554467344384,1
64,1625695877326340102,2023-02-15 03:17:55+00:00,the new ceo of twitter is amazing ,elonmusk,1625695877326340102,1
65,1625670827990745089,2023-02-15 01:38:23+00:00,yes worth noting that accounts you follow on lists are private,elonmusk,1625670827990745089,0
66,1625669153981075456,2023-02-15 01:31:44+00:00,twitter pinned lists are great,elonmusk,1625669153981075456,1
67,1625530964884729856,2023-02-14 16:22:37+00:00,♥️♥️ happy valentine’s day ♥️♥️,elonmusk,1625530964884729856,1
68,1625407245218648065,2023-02-14 08:11:00+00:00,please stay tuned while we make adjustments to the uh … “algorithm”,elonmusk,1625407245218648065,-1
69,1625377144137461761,2023-02-14 06:11:23+00:00,there are no coincidences ,elonmusk,1625377144137461761,0
70,1625376580829847553,2023-02-14 06:09:09+00:00,“an empty browser history says more than a full one” – abraham lincoln,elonmusk,1625376580829847553,0
71,1625252299085082625,2023-02-13 21:55:18+00:00,"looking forward to tesla investor day on march 

by this we mean the broadest definition of investor as in the people amp life of earth

it will be a message of good hope amp positivity for the future",elonmusk,1625252299085082625,1
72,1625249772180500481,2023-02-13 21:45:16+00:00,what are your top requests for twitter features amp bug fixes,elonmusk,1625249772180500481,0
73,1624943640685731840,2023-02-13 01:28:48+00:00,"halftime show super bowl lvii
",elonmusk,1624943640685731840,1
74,1624898503267983360,2023-02-12 22:29:26+00:00,starship orbital launch attempt soon ,elonmusk,1624898503267983360,-1
75,1624839280270131200,2023-02-12 18:34:07+00:00,don’t worry just some of my friends of mine stopping by …,elonmusk,1624839280270131200,1
76,1624660886572126209,2023-02-12 06:45:14+00:00,"long day at twitter hq with eng team

two significant problems mostly addressed

 fanout service for following feed was getting overloaded when i tweeted resulting in up to of my tweets not getting delivered at all following is now pulling from search aka earlybird…",elonmusk,1624660886572126209,0
77,1624626672464195584,2023-02-12 04:29:17+00:00,starship super heavy ,elonmusk,1624626672464195584,0
78,1624438288898744328,2023-02-11 16:00:43+00:00,some of the smartest people i know actively believe the press … amazing,elonmusk,1624438288898744328,1
79,1624412830446534656,2023-02-11 14:19:33+00:00,this test is at throttle launch attempt next month will be at ,elonmusk,1624412830446534656,0
80,1624093894031056898,2023-02-10 17:12:13+00:00,and making a day in the life videos ,elonmusk,1624093894031056898,1
81,1623822130197708802,2023-02-09 23:12:19+00:00,one day starship will take us to mars,elonmusk,1623822130197708802,1
82,1623793909959901184,2023-02-09 21:20:11+00:00,"team turned off engine just before start amp stopped itself so engines fired overall

but still enough engines to reach orbit",elonmusk,1623793909959901184,1
83,1623788874899292161,2023-02-09 21:00:10+00:00,attempting starship engine static fire,elonmusk,1623788874899292161,0
84,1623590508433125376,2023-02-09 07:51:56+00:00,recommendation algorithm should be fixed tomorrow,elonmusk,1623590508433125376,0
85,1623589561103421440,2023-02-09 07:48:10+00:00,the woke stasi felt the heat today ,elonmusk,1623589561103421440,1
86,1623470635078012928,2023-02-08 23:55:36+00:00,twitter has been informed by the turkish government that access will be reenabled shortly,elonmusk,1623470635078012928,0
87,1623182547373985793,2023-02-08 04:50:51+00:00, ,elonmusk,1623182547373985793,-1
88,1623152067547394050,2023-02-08 02:49:44+00:00,"master plan the path to a fully sustainable energy future for earth will be presented on march 

the future is bright ",elonmusk,1623152067547394050,1
89,1623014136258117633,2023-02-07 17:41:38+00:00,going forward twitter will be broadly accepting of different values rather than trying to impose its own specific values on the world,elonmusk,1623014136258117633,1
90,1622828957878943745,2023-02-07 05:25:48+00:00,i feel this one,elonmusk,1622828957878943745,1
91,1622814050240569344,2023-02-07 04:26:34+00:00,actual base level of maslow’s hierarchy is lack of wifi,elonmusk,1622814050240569344,0
92,1622773181013696512,2023-02-07 01:44:10+00:00,rtfm,elonmusk,1622773181013696512,1
93,1622758195268669442,2023-02-07 00:44:37+00:00,it’s not supposed to be real ,elonmusk,1622758195268669442,0
94,1622739987031552002,2023-02-06 23:32:16+00:00,"the worst offender in us government censorship amp media manipulation is an obscure agency called gec
",elonmusk,1622739987031552002,0
95,1622668136834113563,2023-02-06 18:46:46+00:00,hopefully starship this year,elonmusk,1622668136834113563,1
96,1622307425226313729,2023-02-05 18:53:25+00:00,disponibile in italia ,elonmusk,1622307425226313729,0
97,1621996414124310528,2023-02-04 22:17:35+00:00,actually happened to me ,elonmusk,1621996414124310528,1
98,1621991249254223878,2023-02-04 21:57:03+00:00,ordered “how to scam” book months ago but still not arrived starting to think it could be … but no i’m sure it’s coming soon,elonmusk,1621991249254223878,0
99,1621653950947799042,2023-02-03 23:36:45+00:00,"thank goodness the wisdom of the people has prevailed

i am deeply appreciative of the jury’s unanimous finding of innocence in the tesla takeprivate case",elonmusk,1621653950947799042,1
100,1621544497388875777,2023-02-03 16:21:49+00:00,starting today twitter will share ad revenue with creators for ads that appear in their reply threads,elonmusk,1621544497388875777,0
101,1621187697980375040,2023-02-02 16:44:02+00:00,congrats falcon amp starlink teams,elonmusk,1621187697980375040,1
102,1621184354566406144,2023-02-02 16:30:44+00:00,in turbulent economic times be wary of using margin loans to buy stock,elonmusk,1621184354566406144,0
103,1620664851663319042,2023-02-01 06:06:25+00:00,made my account private until tomorrow morning to test whether you see my private tweets more than my public ones,elonmusk,1620664851663319042,0
